diyogon 36347 Sun Aug 28 17:38:11 2016

Avatar 0:(4,34) Moving north.
0:(4,33) 1:(17,21) 2:(3,30) Avatar 1:(17,21) Moving north.
0:(37,30) 1:(1,22) 2:(1,22) Avatar 0:(37,30) Moving south.
0:(37,31) 1:(1,22) 2:(1,22) Avatar 1:(1,22) Sleeping.
0:(37,31) 1:(1,22) 2:(1,22) Avatar 2:(1,22) Moving west.
0:(37,31) 1:(1,22) 2:(0,22) Avatar 0:(37,31) Moving east.
0:(37,31) 1:(1,22) 2:(0,22) Avatar 1:(1,22) Moving west.
0:(37,31) 1:(0,22) 2:(0,22) Avatar 2:(0,22) Moving north.
0:(37,31) 1:(0,22) 2:(0,22) Avatar 0:(37,31) Moving south.
0:(37,31) 1:(0,22) 2:(0,22) Avatar 1:(0,22) Sleeping.
0:(37,31) 1:(0,22) 2:(0,22) Avatar 2:(0,22) Moving south.
0:(37,31) 1:(0,22) 2:(0,23) Avatar 0:(37,31) Moving west.
0:(37,31) 1:(0,22) 2:(0,23) Avatar 1:(0,22) Moving south.
0:(37,31) 1:(0,23) 2:(0,23) Avatar 2:(0,23) Moving east.
0:(37,31) 1:(0,23) 2:(0,23) Avatar 0:(37,31) Moving north.
0:(37,30) 1:(0,23) 2:(0,23) Avatar 1:(0,23) Sleeping.
0:(37,30) 1:(0,23) 2:(0,23) Avatar 2:(0,23) Moving south.
0:(37,30) 1:(0,23) 2:(0,24) Avatar 0:(37,30) Moving west.
0:(36,30) 1:(0,23) 2:(0,24) Avatar 1:(0,23) Moving south.
0:(36,30) 1:(0,24) 2:(0,24) Avatar 2:(0,24) Moving east.
0:(36,30) 1:(0,24) 2:(0,24) Avatar 0:(36,30) Moving north.
0:(36,30) 1:(0,24) 2:(0,24) Avatar 1:(0,24) Sleeping.
0:(36,30) 1:(0,24) 2:(0,24) Avatar 2:(0,24) Moving south.
0:(36,30) 1:(0,24) 2:(0,25) Avatar 0:(36,30) Moving south.
0:(36,31) 1:(0,24) 2:(0,25) Avatar 1:(0,24) Moving south.
0:(36,31) 1:(0,25) 2:(0,25) Avatar 2:(0,25) Moving east.
0:(36,31) 1:(0,25) 2:(1,25) Avatar 0:(36,31) Moving south.
0:(36,31) 1:(0,25) 2:(1,25) Avatar 1:(0,25) Moving east.
0:(36,31) 1:(1,25) 2:(1,25) Avatar 2:(1,25) Moving north.
0:(36,31) 1:(1,25) 2:(1,24) Avatar 0:(36,31) Moving west.
0:(35,31) 1:(1,25) 2:(1,24) Avatar 1:(1,25) Moving north.
0:(35,31) 1:(1,24) 2:(1,24) Avatar 2:(1,24) Moving north.
0:(35,31) 1:(1,24) 2:(1,24) Avatar 0:(35,31) Moving north.
0:(35,31) 1:(1,24) 2:(1,24) Avatar 1:(1,24) Sleeping.
0:(35,31) 1:(1,24) 2:(1,24) Avatar 2:(1,24) Moving east.
0:(35,31) 1:(1,24) 2:(2,24) Avatar 0:(35,31) Moving south.
0:(35,32) 1:(1,24) 2:(2,24) Avatar 1:(1,24) Moving east.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 2:(2,24) Moving north.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 0:(35,32) Moving east.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 1:(2,24) Sleeping.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 2:(2,24) Moving east.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 0:(35,32) Moving south.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 1:(2,24) Sleeping.
0:(35,32) 1:(2,24) 2:(2,24) Avatar 2:(2,24) Moving south.
0:(35,32) 1:(2,24) 2:(2,25) Avatar 0:(35,32) Moving west.
0:(34,32) 1:(2,24) 2:(2,25) Avatar 1:(2,24) Moving south.
0:(34,32) 1:(2,25) 2:(2,25) Avatar 2:(2,25) Moving east.
0:(34,32) 1:(2,25) 2:(3,25) Avatar 0:(34,32) Moving north.
0:(34,32) 1:(2,25) 2:(3,25) Avatar 1:(2,25) Moving east.
0:(34,32) 1:(3,25) 2:(3,25) Avatar 2:(3,25) Moving north.
0:(34,32) 1:(3,25) 2:(3,25) Avatar 0:(34,32) Moving south.
0:(34,32) 1:(3,25) 2:(3,25) Avatar 1:(3,25) Sleeping.
0:(34,32) 1:(3,25) 2:(3,25) Avatar 2:(3,25) Moving east.
0:(34,32) 1:(3,25) 2:(3,25) Avatar 0:(34,32) Moving west.
0:(33,32) 1:(3,25) 2:(3,25) Avatar 1:(3,25) Sleeping.
0:(33,32) 1:(3,25) 2:(3,25) Avatar 2:(3,25) Moving south.
0:(33,32) 1:(3,25) 2:(3,26) Avatar 0:(33,32) Moving north.
0:(33,32) 1:(3,25) 2:(3,26) Avatar 1:(3,25) Moving south.
0:(33,32) 1:(3,26) 2:(3,26) Avatar 2:(3,26) Moving east.
0:(33,32) 1:(3,26) 2:(3,26) Avatar 0:(33,32) Moving south.
0:(33,33) 1:(3,26) 2:(3,26) Avatar 1:(3,26) Sleeping.
0:(33,33) 1:(3,26) 2:(3,26) Avatar 2:(3,26) Moving south.
0:(33,33) 1:(3,26) 2:(3,26) Avatar 0:(33,33) Moving east.
0:(33,33) 1:(3,26) 2:(3,26) Avatar 1:(3,26) Sleeping.
0:(33,33) 1:(3,26) 2:(3,26) Avatar 2:(3,26) Moving west.
0:(33,33) 1:(3,26) 2:(2,26) Avatar 0:(33,33) Moving south.
0:(33,34) 1:(3,26) 2:(2,26) Avatar 1:(3,26) Moving west.
0:(33,34) 1:(2,26) 2:(2,26) Avatar 2:(2,26) Moving north.
0:(33,34) 1:(2,26) 2:(2,26) Avatar 0:(33,34) Moving east.
0:(34,34) 1:(2,26) 2:(2,26) Avatar 1:(2,26) Sleeping.
0:(34,34) 1:(2,26) 2:(2,26) Avatar 2:(2,26) Moving south.
0:(34,34) 1:(2,26) 2:(2,27) Avatar 0:(34,34) Moving north.
0:(34,33) 1:(2,26) 2:(2,27) Avatar 1:(2,26) Moving south.
0:(34,33) 1:(2,27) 2:(2,27) Avatar 2:(2,27) Moving east.
0:(34,33) 1:(2,27) 2:(2,27) Avatar 0:(34,33) Moving east.
0:(35,33) 1:(2,27) 2:(2,27) Avatar 1:(2,27) Sleeping.
0:(35,33) 1:(2,27) 2:(2,27) Avatar 2:(2,27) Moving south.
0:(35,33) 1:(2,27) 2:(2,27) Avatar 0:(35,33) Moving east.
0:(35,33) 1:(2,27) 2:(2,27) Avatar 1:(2,27) Sleeping.
0:(35,33) 1:(2,27) 2:(2,27) Avatar 2:(2,27) Moving west.
0:(35,33) 1:(2,27) 2:(1,27) Avatar 0:(35,33) Moving south.
0:(35,34) 1:(2,27) 2:(1,27) Avatar 1:(2,27) Moving west.
0:(35,34) 1:(1,27) 2:(1,27) Avatar 2:(1,27) Moving north.
0:(35,34) 1:(1,27) 2:(1,27) Avatar 0:(35,34) Moving east.
0:(35,34) 1:(1,27) 2:(1,27) Avatar 1:(1,27) Sleeping.
0:(35,34) 1:(1,27) 2:(1,27) Avatar 2:(1,27) Moving south.
0:(35,34) 1:(1,27) 2:(1,27) Avatar 0:(35,34) Moving south.
0:(35,35) 1:(1,27) 2:(1,27) Avatar 1:(1,27) Sleeping.
0:(35,35) 1:(1,27) 2:(1,27) Avatar 2:(1,27) Moving west.
0:(35,35) 1:(1,27) 2:(0,27) Avatar 0:(35,35) Moving east.
0:(35,35) 1:(1,27) 2:(0,27) Avatar 1:(1,27) Moving west.
0:(35,35) 1:(0,27) 2:(0,27) Avatar 2:(0,27) Moving north.
0:(35,35) 1:(0,27) 2:(0,27) Avatar 0:(35,35) Moving south.
0:(35,36) 1:(0,27) 2:(0,27) Avatar 1:(0,27) Sleeping.
0:(35,36) 1:(0,27) 2:(0,27) Avatar 2:(0,27) Moving south.
0:(35,36) 1:(0,27) 2:(0,28) Avatar 0:(35,36) Moving east.
0:(35,36) 1:(0,27) 2:(0,28) Avatar 1:(0,27) Moving south.
0:(35,36) 1:(0,28) 2:(0,28) Avatar 2:(0,28) Moving east.
0:(35,36) 1:(0,28) 2:(1,28) Avatar 0:(35,36) Moving south.
0:(35,37) 1:(0,28) 2:(1,28) Avatar 1:(0,28) Moving east.
0:(35,37) 1:(1,28) 2:(1,28) Avatar 2:(1,28) Moving east.
0:(35,37) 1:(1,28) 2:(1,28) Avatar 0:(35,37) Moving east.
0:(35,37) 1:(1,28) 2:(1,28) Avatar 1:(1,28) Sleeping.
0:(35,37) 1:(1,28) 2:(1,28) Avatar 2:(1,28) Moving south.
0:(35,37) 1:(1,28) 2:(1,29) Avatar 0:(35,37) Moving south.
0:(35,37) 1:(1,28) 2:(1,29) Avatar 1:(1,28) Moving south.
0:(35,37) 1:(1,29) 2:(1,29) Avatar 2:(1,29) Moving east.
0:(35,37) 1:(1,29) 2:(1,29) Avatar 0:(35,37) Moving west.
0:(34,37) 1:(1,29) 2:(1,29) Avatar 1:(1,29) Sleeping.
0:(34,37) 1:(1,29) 2:(1,29) Avatar 2:(1,29) Moving south.
0:(34,37) 1:(1,29) 2:(1,29) Avatar 0:(34,37) Moving north.
0:(34,36) 1:(1,29) 2:(1,29) Avatar 1:(1,29) Sleeping.
0:(34,36) 1:(1,29) 2:(1,29) Avatar 2:(1,29) Moving west.
0:(34,36) 1:(1,29) 2:(0,29) Avatar 0:(34,36) Moving north.
0:(34,35) 1:(1,29) 2:(0,29) Avatar 1:(1,29) Moving west.
0:(34,35) 1:(0,29) 2:(0,29) Avatar 2:(0,29) Moving north.
0:(34,35) 1:(0,29) 2:(0,29) Avatar 0:(34,35) Moving north.
0:(34,35) 1:(0,29) 2:(0,29) Avatar 1:(0,29) Sleeping.
0:(34,35) 1:(0,29) 2:(0,29) Avatar 2:(0,29) Moving south.
0:(34,35) 1:(0,29) 2:(0,30) Avatar 0:(34,35) Moving east.
0:(34,35) 1:(0,29) 2:(0,30) Avatar 1:(0,29) Moving south.
0:(34,35) 1:(0,30) 2:(0,30) Avatar 2:(0,30) Moving east.
0:(34,35) 1:(0,30) 2:(1,30) Avatar 0:(34,35) Moving west.
0:(33,35) 1:(0,30) 2:(1,30) Avatar 1:(0,30) Moving east.
0:(33,35) 1:(1,30) 2:(1,30) Avatar 2:(1,30) Moving east.
0:(33,35) 1:(1,30) 2:(1,30) Avatar 0:(33,35) Moving north.
0:(33,35) 1:(1,30) 2:(1,30) Avatar 1:(1,30) Sleeping.
0:(33,35) 1:(1,30) 2:(1,30) Avatar 2:(1,30) Moving south.
0:(33,35) 1:(1,30) 2:(1,31) Avatar 0:(33,35) Moving south.
0:(33,36) 1:(1,30) 2:(1,31) Avatar 1:(1,30) Moving south.
0:(33,36) 1:(1,31) 2:(1,31) Avatar 2:(1,31) Moving east.
0:(33,36) 1:(1,31) 2:(1,31) Avatar 0:(33,36) Moving east.
0:(33,36) 1:(1,31) 2:(1,31) Avatar 1:(1,31) Sleeping.
0:(33,36) 1:(1,31) 2:(1,31) Avatar 2:(1,31) Moving south.
0:(33,36) 1:(1,31) 2:(1,32) Avatar 0:(33,36) Moving south.
0:(33,36) 1:(1,31) 2:(1,32) Avatar 1:(1,31) Moving south.
0:(33,36) 1:(1,32) 2:(1,32) Avatar 2:(1,32) Moving east.
0:(33,36) 1:(1,32) 2:(2,32) Avatar 0:(33,36) Moving west.
0:(33,36) 1:(1,32) 2:(2,32) Avatar 1:(1,32) Moving east.
0:(33,36) 1:(2,32) 2:(2,32) Avatar 2:(2,32) Moving north.
0:(33,36) 1:(2,32) 2:(2,31) Avatar 0:(33,36) Moving north.
0:(33,35) 1:(2,32) 2:(2,31) Avatar 1:(2,32) Moving north.
0:(33,35) 1:(2,31) 2:(2,31) Avatar 2:(2,31) Moving north.
0:(33,35) 1:(2,31) 2:(2,31) Avatar 0:(33,35) Moving west.
0:(33,35) 1:(2,31) 2:(2,31) Avatar 1:(2,31) Sleeping.
0:(33,35) 1:(2,31) 2:(2,31) Avatar 2:(2,31) Moving east.
0:(33,35) 1:(2,31) 2:(3,31) Avatar 0:(33,35) Moving east.
0:(34,35) 1:(2,31) 2:(3,31) Avatar 1:(2,31) Moving east.
0:(34,35) 1:(3,31) 2:(3,31) Avatar 2:(3,31) Moving north.
0:(34,35) 1:(3,31) 2:(3,31) Avatar 0:(34,35) Moving south.
0:(34,36) 1:(3,31) 2:(3,31) Avatar 1:(3,31) Sleeping.
0:(34,36) 1:(3,31) 2:(3,31) Avatar 2:(3,31) Moving east.
0:(34,36) 1:(3,31) 2:(4,31) Avatar 0:(34,36) Moving east.
0:(34,36) 1:(3,31) 2:(4,31) Avatar 1:(3,31) Moving east.
0:(34,36) 1:(4,31) 2:(4,31) Avatar 2:(4,31) Moving north.
0:(34,36) 1:(4,31) 2:(4,30) Avatar 0:(34,36) Moving south.
0:(34,37) 1:(4,31) 2:(4,30) Avatar 1:(4,31) Moving north.
0:(34,37) 1:(4,30) 2:(4,30) Avatar 2:(4,30) Moving north.
0:(34,37) 1:(4,30) 2:(4,30) Avatar 0:(34,37) Moving south.
0:(34,37) 1:(4,30) 2:(4,30) Avatar 1:(4,30) Sleeping.
0:(34,37) 1:(4,30) 2:(4,30) Avatar 2:(4,30) Moving east.
0:(34,37) 1:(4,30) 2:(5,30) Avatar 0:(34,37) Moving west.
0:(34,37) 1:(4,30) 2:(5,30) Avatar 1:(4,30) Moving east.
0:(34,37) 1:(5,30) 2:(5,30) Avatar 2:(5,30) Moving north.
0:(34,37) 1:(5,30) 2:(5,30) Avatar 0:(34,37) Moving east.
0:(35,37) 1:(5,30) 2:(5,30) Avatar 1:(5,30) Sleeping.
0:(35,37) 1:(5,30) 2:(5,30) Avatar 2:(5,30) Moving east.
0:(35,37) 1:(5,30) 2:(6,30) Avatar 0:(35,37) Moving north.
0:(35,36) 1:(5,30) 2:(6,30) Avatar 1:(5,30) Moving east.
0:(35,36) 1:(6,30) 2:(6,30) Avatar 2:(6,30) Moving north.
0:(35,36) 1:(6,30) 2:(6,30) Avatar 0:(35,36) Moving north.
0:(35,35) 1:(6,30) 2:(6,30) Avatar 1:(6,30) Sleeping.
0:(35,35) 1:(6,30) 2:(6,30) Avatar 2:(6,30) Moving east.
0:(35,35) 1:(6,30) 2:(6,30) Avatar 0:(35,35) Moving north.
0:(35,34) 1:(6,30) 2:(6,30) Avatar 1:(6,30) Sleeping.
0:(35,34) 1:(6,30) 2:(6,30) Avatar 2:(6,30) Moving south.
0:(35,34) 1:(6,30) 2:(6,31) Avatar 0:(35,34) Moving west.
0:(35,34) 1:(6,30) 2:(6,31) Avatar 1:(6,30) Moving south.
0:(35,34) 1:(6,31) 2:(6,31) Avatar 2:(6,31) Moving east.
0:(35,34) 1:(6,31) 2:(6,31) Avatar 0:(35,34) Moving north.
0:(35,33) 1:(6,31) 2:(6,31) Avatar 1:(6,31) Sleeping.
0:(35,33) 1:(6,31) 2:(6,31) Avatar 2:(6,31) Moving south.
0:(35,33) 1:(6,31) 2:(6,31) Avatar 0:(35,33) Moving west.
0:(34,33) 1:(6,31) 2:(6,31) Avatar 1:(6,31) Sleeping.
0:(34,33) 1:(6,31) 2:(6,31) Avatar 2:(6,31) Moving west.
0:(34,33) 1:(6,31) 2:(5,31) Avatar 0:(34,33) Moving south.
0:(34,34) 1:(6,31) 2:(5,31) Avatar 1:(6,31) Moving west.
0:(34,34) 1:(5,31) 2:(5,31) Avatar 2:(5,31) Moving north.
0:(34,34) 1:(5,31) 2:(5,31) Avatar 0:(34,34) Moving west.
0:(33,34) 1:(5,31) 2:(5,31) Avatar 1:(5,31) Sleeping.
0:(33,34) 1:(5,31) 2:(5,31) Avatar 2:(5,31) Moving south.
0:(33,34) 1:(5,31) 2:(5,32) Avatar 0:(33,34) Moving west.
0:(33,34) 1:(5,31) 2:(5,32) Avatar 1:(5,31) Moving south.
0:(33,34) 1:(5,32) 2:(5,32) Avatar 2:(5,32) Moving east.
0:(33,34) 1:(5,32) 2:(5,32) Avatar 0:(33,34) Moving north.
0:(33,33) 1:(5,32) 2:(5,32) Avatar 1:(5,32) Sleeping.
0:(33,33) 1:(5,32) 2:(5,32) Avatar 2:(5,32) Moving west.
0:(33,33) 1:(5,32) 2:(4,32) Avatar 0:(33,33) Moving west.
0:(33,33) 1:(5,32) 2:(4,32) Avatar 1:(5,32) Moving west.
0:(33,33) 1:(4,32) 2:(4,32) Avatar 2:(4,32) Moving north.
0:(33,33) 1:(4,32) 2:(4,32) Avatar 0:(33,33) Moving north.
0:(33,32) 1:(4,32) 2:(4,32) Avatar 1:(4,32) Sleeping.
0:(33,32) 1:(4,32) 2:(4,32) Avatar 2:(4,32) Moving west.
0:(33,32) 1:(4,32) 2:(3,32) Avatar 0:(33,32) Moving west.
0:(33,32) 1:(4,32) 2:(3,32) Avatar 1:(4,32) Moving west.
0:(33,32) 1:(3,32) 2:(3,32) Avatar 2:(3,32) Moving north.
0:(33,32) 1:(3,32) 2:(3,32) Avatar 0:(33,32) Moving east.
0:(34,32) 1:(3,32) 2:(3,32) Avatar 1:(3,32) Sleeping.
0:(34,32) 1:(3,32) 2:(3,32) Avatar 2:(3,32) Moving south.
0:(34,32) 1:(3,32) 2:(3,33) Avatar 0:(34,32) Moving east.
0:(35,32) 1:(3,32) 2:(3,33) Avatar 1:(3,32) Moving south.
0:(35,32) 1:(3,33) 2:(3,33) Avatar 2:(3,33) Moving east.
0:(35,32) 1:(3,33) 2:(3,33) Avatar 0:(35,32) Moving north.
0:(35,31) 1:(3,33) 2:(3,33) Avatar 1:(3,33) Sleeping.
0:(35,31) 1:(3,33) 2:(3,33) Avatar 2:(3,33) Moving south.
0:(35,31) 1:(3,33) 2:(3,34) Avatar 0:(35,31) Moving west.
0:(34,31) 1:(3,33) 2:(3,34) Avatar 1:(3,33) Moving south.
0:(34,31) 1:(3,34) 2:(3,34) Avatar 2:(3,34) Moving east.
0:(34,31) 1:(3,34) 2:(4,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(3,34) 2:(4,34) Avatar 1:(3,34) Moving east.
0:(34,31) 1:(4,34) 2:(4,34) Avatar 2:(4,34) Moving north.
0:(34,31) 1:(4,34) 2:(4,33) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(4,34) 2:(4,33) Avatar 1:(4,34) Moving north.
0:(34,31) 1:(4,33) 2:(4,33) Avatar 2:(4,33) Moving east.
0:(34,31) 1:(4,33) 2:(5,33) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(4,33) 2:(5,33) Avatar 1:(4,33) Moving east.
0:(34,31) 1:(5,33) 2:(5,33) Avatar 2:(5,33) Moving south.
0:(34,31) 1:(5,33) 2:(5,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(5,33) 2:(5,34) Avatar 1:(5,33) Moving south.
0:(34,31) 1:(5,34) 2:(5,34) Avatar 2:(5,34) Moving south.
0:(34,31) 1:(5,34) 2:(5,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(5,34) 2:(5,35) Avatar 1:(5,34) Moving south.
0:(34,31) 1:(5,35) 2:(5,35) Avatar 2:(5,35) Moving east.
0:(34,31) 1:(5,35) 2:(6,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(5,35) 2:(6,35) Avatar 1:(5,35) Moving east.
0:(34,31) 1:(6,35) 2:(6,35) Avatar 2:(6,35) Moving north.
0:(34,31) 1:(6,35) 2:(6,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(6,35) 2:(6,34) Avatar 1:(6,35) Moving north.
0:(34,31) 1:(6,34) 2:(6,34) Avatar 2:(6,34) Moving east.
0:(34,31) 1:(6,34) 2:(7,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(6,34) 2:(7,34) Avatar 1:(6,34) Moving east.
0:(34,31) 1:(7,34) 2:(7,34) Avatar 2:(7,34) Moving east.
0:(34,31) 1:(7,34) 2:(8,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(7,34) 2:(8,34) Avatar 1:(7,34) Moving east.
0:(34,31) 1:(8,34) 2:(8,34) Avatar 2:(8,34) Moving east.
0:(34,31) 1:(8,34) 2:(9,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(8,34) 2:(9,34) Avatar 1:(8,34) Moving east.
0:(34,31) 1:(9,34) 2:(9,34) Avatar 2:(9,34) Moving east.
0:(34,31) 1:(9,34) 2:(10,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(9,34) 2:(10,34) Avatar 1:(9,34) Moving east.
0:(34,31) 1:(10,34) 2:(10,34) Avatar 2:(10,34) Moving east.
0:(34,31) 1:(10,34) 2:(11,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(10,34) 2:(11,34) Avatar 1:(10,34) Moving east.
0:(34,31) 1:(11,34) 2:(11,34) Avatar 2:(11,34) Moving east.
0:(34,31) 1:(11,34) 2:(12,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(11,34) 2:(12,34) Avatar 1:(11,34) Moving east.
0:(34,31) 1:(12,34) 2:(12,34) Avatar 2:(12,34) Moving south.
0:(34,31) 1:(12,34) 2:(12,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,34) 2:(12,35) Avatar 1:(12,34) Moving south.
0:(34,31) 1:(12,35) 2:(12,35) Avatar 2:(12,35) Moving south.
0:(34,31) 1:(12,35) 2:(12,36) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,35) 2:(12,36) Avatar 1:(12,35) Moving south.
0:(34,31) 1:(12,36) 2:(12,36) Avatar 2:(12,36) Moving east.
0:(34,31) 1:(12,36) 2:(13,36) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,36) 2:(13,36) Avatar 1:(12,36) Moving east.
0:(34,31) 1:(13,36) 2:(13,36) Avatar 2:(13,36) Moving south.
0:(34,31) 1:(13,36) 2:(13,37) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(13,36) 2:(13,37) Avatar 1:(13,36) Moving south.
0:(34,31) 1:(13,37) 2:(13,37) Avatar 2:(13,37) Moving west.
0:(34,31) 1:(13,37) 2:(12,37) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(13,37) 2:(12,37) Avatar 1:(13,37) Moving west.
0:(34,31) 1:(12,37) 2:(12,37) Avatar 2:(12,37) Moving south.
0:(34,31) 1:(12,37) 2:(12,38) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,37) 2:(12,38) Avatar 1:(12,37) Moving south.
0:(34,31) 1:(12,38) 2:(12,38) Avatar 2:(12,38) Moving south.
0:(34,31) 1:(12,38) 2:(12,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,38) 2:(12,39) Avatar 1:(12,38) Moving south.
0:(34,31) 1:(12,39) 2:(12,39) Avatar 2:(12,39) Moving east.
0:(34,31) 1:(12,39) 2:(13,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(12,39) 2:(13,39) Avatar 1:(12,39) Moving east.
0:(34,31) 1:(13,39) 2:(13,39) Avatar 2:(13,39) Moving east.
0:(34,31) 1:(13,39) 2:(14,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(13,39) 2:(14,39) Avatar 1:(13,39) Moving east.
0:(34,31) 1:(14,39) 2:(14,39) Avatar 2:(14,39) Moving north.
0:(34,31) 1:(14,39) 2:(14,38) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(14,39) 2:(14,38) Avatar 1:(14,39) Moving north.
0:(34,31) 1:(14,38) 2:(14,38) Avatar 2:(14,38) Moving east.
0:(34,31) 1:(14,38) 2:(15,38) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(14,38) 2:(15,38) Avatar 1:(14,38) Moving east.
0:(34,31) 1:(15,38) 2:(15,38) Avatar 2:(15,38) Moving south.
0:(34,31) 1:(15,38) 2:(15,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(15,38) 2:(15,39) Avatar 1:(15,38) Moving south.
0:(34,31) 1:(15,39) 2:(15,39) Avatar 2:(15,39) Moving east.
0:(34,31) 1:(15,39) 2:(16,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(15,39) 2:(16,39) Avatar 1:(15,39) Moving east.
0:(34,31) 1:(16,39) 2:(16,39) Avatar 2:(16,39) Moving east.
0:(34,31) 1:(16,39) 2:(17,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(16,39) 2:(17,39) Avatar 1:(16,39) Moving east.
0:(34,31) 1:(17,39) 2:(17,39) Avatar 2:(17,39) Moving east.
0:(34,31) 1:(17,39) 2:(18,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(17,39) 2:(18,39) Avatar 1:(17,39) Moving east.
0:(34,31) 1:(18,39) 2:(18,39) Avatar 2:(18,39) Moving east.
0:(34,31) 1:(18,39) 2:(19,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(18,39) 2:(19,39) Avatar 1:(18,39) Moving east.
0:(34,31) 1:(19,39) 2:(19,39) Avatar 2:(19,39) Moving east.
0:(34,31) 1:(19,39) 2:(20,39) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(19,39) 2:(20,39) Avatar 1:(19,39) Moving east.
0:(34,31) 1:(20,39) 2:(20,39) Avatar 2:(20,39) Moving north.
0:(34,31) 1:(20,39) 2:(20,38) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,39) 2:(20,38) Avatar 1:(20,39) Moving north.
0:(34,31) 1:(20,38) 2:(20,38) Avatar 2:(20,38) Moving north.
0:(34,31) 1:(20,38) 2:(20,37) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,38) 2:(20,37) Avatar 1:(20,38) Moving north.
0:(34,31) 1:(20,37) 2:(20,37) Avatar 2:(20,37) Moving east.
0:(34,31) 1:(20,37) 2:(21,37) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(20,37) 2:(21,37) Avatar 1:(20,37) Moving east.
0:(34,31) 1:(21,37) 2:(21,37) Avatar 2:(21,37) Moving east.
0:(34,31) 1:(21,37) 2:(22,37) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(21,37) 2:(22,37) Avatar 1:(21,37) Moving east.
0:(34,31) 1:(22,37) 2:(22,37) Avatar 2:(22,37) Moving north.
0:(34,31) 1:(22,37) 2:(22,36) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,37) 2:(22,36) Avatar 1:(22,37) Moving north.
0:(34,31) 1:(22,36) 2:(22,36) Avatar 2:(22,36) Moving north.
0:(34,31) 1:(22,36) 2:(22,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,36) 2:(22,35) Avatar 1:(22,36) Moving north.
0:(34,31) 1:(22,35) 2:(22,35) Avatar 2:(22,35) Moving north.
0:(34,31) 1:(22,35) 2:(22,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,35) 2:(22,34) Avatar 1:(22,35) Moving north.
0:(34,31) 1:(22,34) 2:(22,34) Avatar 2:(22,34) Moving east.
0:(34,31) 1:(22,34) 2:(23,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(22,34) 2:(23,34) Avatar 1:(22,34) Moving east.
0:(34,31) 1:(23,34) 2:(23,34) Avatar 2:(23,34) Moving south.
0:(34,31) 1:(23,34) 2:(23,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,34) 2:(23,35) Avatar 1:(23,34) Moving south.
0:(34,31) 1:(23,35) 2:(23,35) Avatar 2:(23,35) Moving east.
0:(34,31) 1:(23,35) 2:(24,35) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(23,35) 2:(24,35) Avatar 1:(23,35) Moving east.
0:(34,31) 1:(24,35) 2:(24,35) Avatar 2:(24,35) Moving north.
0:(34,31) 1:(24,35) 2:(24,34) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(24,35) 2:(24,34) Avatar 1:(24,35) Moving north.
